,source,product,comments,stars
430,Google Shopping,iPhone 8,"So my daughter's iphone 5c was aging, being nearly 4 years old, and my iPhone 6 stopped working correctly, and I'm watching the lawsuit against Apple with glee. I wanted to go Samsung, but she loves apple, so I took one for the team, fully charged my ""6"" so it would work when evaluated for trade in, and got this phone as the 'get one free' part of the special AT&T was running under their Next program. BB staff was decent to work with, although some of the conversations between team members about disciplinary discussions were kind of unprofessional.",3.0
431,Google Shopping,iPhone 8,"I'm so glad I went to Best Buy to buy our iPhones! The service was amazing and we are so happy with the selection they had, even right after the 8's were released!",5.0
432,Google Shopping,iPhone 8,Love the picture quality. And storage in my phone yeah,5.0
433,Google Shopping,iPhone 8,This was a replacement for an iPhone 6s that our son likes but he hasn't really changed what he does and it used 10 gigabytes of data in the first month. Before he was using about 4 gigabytes of data. We will take it to a Verizon store to see if they can help us fix it,5.0
434,Google Shopping,iPhone 8,"Due to ""battery"" conspiracy with Apple, I upgraded to the iPhone 8 Plus rather than the iPhone X. There have been too many problems with the X, and it is not the size of the Plus devices, so I will have to hold out until next year. HOWEVER, THIS PHONE IS NOT THAT BAD AT ALL!",4.0
435,Google Shopping,iPhone 8,"I have had each plus since the 6, I wouldn’t have upgraded so soon but my 7 started acting up and so I jumped the gun and just upgraded. Well instead of the Best Buy members just looking to see if they could help me with my old phone they just jumped on the sale of course and come to find out I just needed to upgrade to the new update on my 7. So now I feel like I have two of the same exact phones. Cannot tell any difference between the two.",5.0
436,Google Shopping,iPhone 8,apple doesnt fail with the iphone 8 i have been a user for years and will continue,5.0
437,Google Shopping,iPhone 8,I love the size of the screen and the resolution. : ),5.0
438,Google Shopping,iPhone 8,"Love the massive size. Has some great features my iPhone 6 didn't have. Like the screen size, camera options. Quality phone!",5.0
439,Google Shopping,iPhone 8,"Nothing much has changed, but the camera on this thing is legit!",5.0
440,Google Shopping,iPhone 8,Highly recommend the iPhone 8 for anyone interested in getting an iPhone,5.0
441,Google Shopping,iPhone 8,Got this phone for my wife as an upgrade from her iPhone 6. Better camera with the 8. She loves it.,4.0
442,Google Shopping,iPhone 8,I looked over several phones and finally came back and purchased the iPhone 8. Other phones seem to want to be what iPhone already is. They may have 1 or 2 specialty features but the iPhone 8 blows them away with all it offers.,5.0
443,Google Shopping,iPhone 8,I got this for my daughter. It is a perfect phone for a teen.,4.0
444,Google Shopping,iPhone 8,Good built and camera quality. Upgraded ithe device after long time and can see visible difference from last handset.!,5.0
445,Google Shopping,iPhone 8,This is my first Iphone. I have been a Samsung Galaxy user for the last several years. There is no comparison to the Iphone. So many more user friendly apps that are Iphone supported.,5.0
446,Google Shopping,iPhone 8,"Sure I am a lemming who has bought into the iOS universe. Fine. But this is a nice upgrade from my SE, which was just under two years old and is still running well and holding a charge. Haptic feedback is smooth and was an easy transition, and I now need a slightly larger screen. OLED is stunning! All around we are very pleased, especially with the BOGO, which is not as easy to find with our particular carrier.",5.0
447,Google Shopping,iPhone 8,"Upgrade from an iPhone 6, love the bigger screen, the much improved camera and excellent speed of this new phone. Also like the wireless charging capability.Only downside is the hefty weight of the phone, but that's the price you pay for the bigger screen.",5.0
448,Google Shopping,iPhone 8,"Outstanding improvement with camera versus my iPhone 6s Plus. The portrait mode is awesome. The new os is smooth as silk, due to improved processor, and the battery life is significantly better.",5.0
449,Google Shopping,iPhone 8,I'm not an iPhone person but my kids are...he is a happy guy,5.0
450,Google Shopping,iPhone 8,Bought this for my son for Christmas and he love's it,5.0
451,Google Shopping,iPhone 8,Upgraded from 6 & am very impressed with how much better this phone is. It’s faster & holds a charge a lot longer.,5.0
452,Google Shopping,iPhone 8,I purchase this phone for my daughter and she loves it,5.0
453,Google Shopping,iPhone 8,"great , great , great ,great, great, great, great,",5.0
454,Google Shopping,iPhone 8,"apple items are very good products to by for gifts,",5.0
455,Google Shopping,iPhone 8,If you’re a apple person this is the phone for you.,5.0
456,Google Shopping,iPhone 8,"Great camera, great picture. Works good with my Mac laptop",5.0
457,Google Shopping,iPhone 8,One of the best iPhone. If you have been on the fence regarding upgrading I would highly recommend to upgrade to the iPhone 8 Plus! Stand out features: - Great display - Long last battery - Wireless charging - Quick charging - Fast processor The iPhone 8 Plus is a great buy highly recommended!,5.0
458,Google Shopping,iPhone 8,My old phone was a 5s thus the improvements are striking. Much to learn but initial use of the camera is very impressive,5.0
459,Google Shopping,iPhone 8,"We were initially very skeptical about the size of the 8+, as we upgraded from the 5! However, we love it!!! We also are really enjoying The extra storage and the absence of the “not storage” pop up!! Love the upgraded camera/photo options. Amazing!",5.0
460,Google Shopping,iPhone 8,Although it took sometime to get working just with plan changes and activation this is a great phone.,5.0
461,Google Shopping,iPhone 8,at first my wife thought this would be too large - wouldn’t fit in hands or pockets and be too hard to adjust to. after a few weeks it’s hard to imagine what we were using before. we BOTH got one of these. she really likes the white color. i went with black. so far so great.,5.0
462,Google Shopping,iPhone 8,iphone is the standard for me. i’ve had just about every incarnation.. keep coming back b/c they just always work. never had a bad one. the X is way overpriced. hope they work that situation out.,5.0
463,Google Shopping,iPhone 8,"My son loves this phone and says it has a really nice camera. Once you go to the larger phones, you never go back.",5.0
464,Google Shopping,iPhone 8,My new 8 iPhone receives better WiFi and Bluetooth connection than the 5S I previously owned. I like the slightly big size. Battery of course last longer,4.0
465,Google Shopping,iPhone 8,Always love the iphones. Takes a little getting used to but I wouldn’t get anything else,5.0
466,Google Shopping,iPhone 8,I really can’t tell a difference between the IPhone 7 & IPhone 8. I don’t think I’ll ever lease a phone again. I’d rather pay it out over 24 Months and keep the phone,5.0
467,Google Shopping,iPhone 8,So far this has been my favorite iPhone. The size takes getting used to but the larger viewing screen is amazing!,5.0
468,Google Shopping,iPhone 8,"Fast,great camera and everything that the iPhone do.",5.0
469,Google Shopping,iPhone 8,For the price and memory it’s a great product. Camera is great too,5.0
470,Google Shopping,iPhone 8,Seems to be a lot faster and so much better than my last phone holder better charge and I love the wireless charging,4.0
471,Google Shopping,iPhone 8,Another great addition to the iPhone legacy. Very happy with the purchase.,5.0
472,Google Shopping,iPhone 8,My grandbaby loves it so far I hope I continue like this it great.,5.0
473,Google Shopping,iPhone 8,Wife's iPhone 6 would not work even after changing battery. Time for an upgrade. Huge leap in storage and features for her. She loves it so far.,5.0
474,Google Shopping,iPhone 8,"I was convinced last year I would buy the new iPhone X when it was released. All the leaked photos, specs, etc., made it my clear choice of my new upgrade. Then I went into Best Buy and actually held the X. First impressions: it's small. But this is because I have always used the plus sized phones when possible. Screen looked great. However, when I pulled up some videos and did a side-by-side comparison with the 8s Plus, I knew I wanted the 8. The screens look identical with great resolutions. Colors are bright and vivid, even ""crisp"" if that is word that can be used to describe colors. But, despite the fact that the X screen is just slightly larger than the 8s Plus, the videos were smaller. Much smaller. This is because of the screen ratio being slightly less wide than the 8s Plus. For me, this alone was the deal breaker. I can do without the talking emojis. That would get old for me real quick. I like seeing my screen big and bright. The X is bright, big, but not when it comes to videos, Netflix, etc. That's really the only drawback. Oh, and my 8s Plus was $200 less. Sold.",5.0
475,Google Shopping,iPhone 8,"The iPhone 8 has practically all the features of the iPhone X but at a much lower cost. Good size, easy to handle, and Apple quality.",5.0
476,Google Shopping,iPhone 8,Love the upgrades! Would recommend protective case since the back is now glass too.,5.0
477,Google Shopping,iPhone 8,"Love this iPhone, I’ve had apple products since the very first Mac book and iPhone and I recommend Apple every time. Their product may be priciest compared to “ Microsoft “ but I’ve owned both types in laptop and phone version and Apple products have always been virus free maintenance free and trouble free for me, I have never had issues with Apple!!",4.0
478,Google Shopping,iPhone 8,This is my first smart phone. I chose a IPhone because it is set up just like my iPad. Love the size of the plus. Looked at the reviews for the different iPhones and decided on the 8 Plus. I liked the 8 Plus better than the X.,5.0
479,Google Shopping,iPhone 8,I went from the Galaxy S6 Edge plus to the 8 plus and I absolutely love it! What a super sleek phone! Everyone should have it!,5.0
480,Google Shopping,iPhone 8,"The iPhone eight downloads rapidly. The typing out of voicemail messages seems to be a good idea. I am enjoying the low light camera. I still prefer the size of the iPhone 5 at this point. For some reason,the phone seems to require more data than my previous phone. This phone seems to make more mistakes in “talk to text“ then my previous phone, but maybe it will get used to my speech after a while. It made about 15 mistakes as I tried to “talk to text” this review, for example. The battery also seems to deplete quicker than I expected. Mostly, though, I expect to get used to it and it’s new features overtime and to enjoy how many things you can do for me.",4.0
481,Google Shopping,iPhone 8,I upgraded from the iPhone 6 and I guess I expected a little more. The battery life does seem to be a lot better though.,4.0
482,Google Shopping,iPhone 8,My last 6s was perfectly fine until all of a sudden my battery started acting weird. So I got the new phone instead of a battery.,3.0
483,Google Shopping,iPhone 8,I upgraded from an iPhone 6. The iPhone 8 is much faster & I like the convenience of wireless charging.,5.0
484,Google Shopping,iPhone 8,If you are a fan of the iphone than this one is what you are looking for. If you have a older one consider replacing the battery if you don't want to spend money on a new phone.,5.0
485,Google Shopping,iPhone 8,Phone is great slick and works great with all my apps,5.0
486,Google Shopping,iPhone 8,Love this phone! Easy to use and big screen for older eyes.,5.0
487,Google Shopping,iPhone 8,My son loves his new phone!! He didn't have any problems setting up his phone or using his phone.,5.0
488,Google Shopping,iPhone 8,Love my New Apple 8+. Very fast and reliable. Battery life is also great!,5.0
489,Google Shopping,iPhone 8,"My second Iphone, excellent product. Concerned about recent battery issue, but flawless thus far.",5.0
490,Google Shopping,iPhone 8,"I love the rose gold color, it's gorgeous! I bought a clear cover so the color will still show in its protected case.",5.0
491,Google Shopping,iPhone 8,"But the iPhone 8's camera alone is so far superior, battery life is excellent, & option for wireless charging is magical.",5.0
492,Google Shopping,iPhone 8,I absolutely love this phone!!!!!! It does everything for me!!!!! Definitely happy I didn’t wait to get the iPhone X!!!!!,5.0
493,Google Shopping,iPhone 8,Bigger screen for better viewing and great for web surfing!,5.0
494,Google Shopping,iPhone 8,My best ever phone by far it is much faster than iphone 7,5.0
495,Google Shopping,iPhone 8,Very happy with my new iPhone however found that apple caused the problems with the batteries on purpose!! Very upset with apple,5.0
496,Google Shopping,iPhone 8,This phone is awesome! Does everything I need it to do and more,5.0
497,Google Shopping,iPhone 8,"I bought this phone right before the iPhone X came out and I am glad I did. It is very fast, has a beautiful screen and a very capable camera. Plus it is relatively cheap compared to the other flagship phones that came out this year.",5.0
498,Google Shopping,iPhone 8,Excellent phone. Was hesitant to choose between iPhone X and 8plus. Very happy I chose this phone.,5.0
499,Google Shopping,iPhone 8,"Holds a charge very well, camera works great and I can make telephone calls with it!",5.0
500,Google Shopping,iPhone 8,"Decent phone. Nothing special about it. Basically just like my 6S Plus. Works, and that’s the main thing.",4.0
501,Google Shopping,iPhone 8,"Great phone, a bit heavy but takes great pictures.",5.0
502,Google Shopping,iPhone 8,I love this phone. Camera is great. Love the extra starting storage space,5.0
503,Google Shopping,iPhone 8,Phone is awesome screen is much bigger from upgrading from a 6s. Black color is much better than gray,5.0
504,Google Shopping,iPhone 8,Phone is awesome screen is much bigger from upgrading from a 6s,5.0
505,Google Shopping,iPhone 8,Phone works great. Love the front and back camera. Very pleased with battery life also.,5.0
506,Google Shopping,iPhone 8,I am really glad I upgraded my phone to the 8. Pictures are clearer & features are worth it.,5.0
507,Google Shopping,iPhone 8,"Upgraded from a iPhone 6s Plus. Got this instead of the 8 because I liked the bigger phone. But since my iOS updated before I got the new phone, I don’t really notice anything that would be worth upgrading from a 6 to an 8.",4.0
508,Google Shopping,iPhone 8,I had an iPhone 6s and this phone is user friendly as well with more bells and whistles. Good alternative to the more expensive iPhone X.,5.0
509,Google Shopping,iPhone 8,The iPhone 8 is a nice upgrade from the 6. The processor is faster and the camera is a good upgrade.,5.0
510,Google Shopping,iPhone 8,This phone is pretty much like prior models but new.,5.0
511,Google Shopping,iPhone 8,"This is my wife's phone, she upgraded from Iphone 7, she is getting used to the larger size but other then that she loves it.",5.0
512,Google Shopping,iPhone 8,"If you like iPhones this will be no different. Ive always had an iPhone and am happy with the ease of use. This is my first time with the Plus model. Still getting used to the size, but no a big deal.",5.0
513,Google Shopping,iPhone 8,Very happy with the new phone I was due for an upgrade for a long time. Phone is reliable battery life is much better than before.,5.0
514,Google Shopping,iPhone 8,I have always been an android user but this new phone is amazing.,5.0
515,Google Shopping,iPhone 8,I love apple so when I had to up grade I got a 8....love it pictures are great....and wireless charge,5.0
516,Google Shopping,iPhone 8,"I mean it’s an iPhone, what can I really say. It was a great door buster deal when I purchased and I was forced to upgrade from a 6 due to software compatibility issues with AR Apps.",4.0
517,Google Shopping,iPhone 8,It's a iPhone what more do I have to say....we needed new phones so we upgraded,5.0
518,Google Shopping,iPhone 8,My wife is very pleased with this latest rendition.,5.0
519,Google Shopping,iPhone 8,I wanted a IPhone with a larger screen and more memory and the 8 plus does the job. I love that it was available in gold tone.,5.0
520,Google Shopping,iPhone 8,As expected the upgrade was seemless and the phone is great. Really like the water resistant and larger screen the 8 plus provides.,5.0
521,Google Shopping,iPhone 8,"iPhone 8 Plus is exceptional, just like its ancestors. Very happy with no complaints.",5.0
522,Google Shopping,iPhone 8,The best camera I have ever had on a mobile phone. The wireless charger ability is great too.,5.0
523,Google Shopping,iPhone 8,"Went from a 6 to an 8, nothing much to say, it’s an iPhone.",5.0
524,Google Shopping,iPhone 8,"Went from a 6 to the 8. Much faster but not much to say, it’s an iPhone.",5.0
525,Google Shopping,iPhone 8,"So far, I really like this phone. The cost is pretty high but that’s Apple I guess.",5.0
526,Google Shopping,iPhone 8,"I like Apple products in general, but that said the prices are rather absurd. Nice upgrade from a 5.",4.0
527,Google Shopping,iPhone 8,The salesman could of been a lil more patient with me,4.0
528,Google Shopping,iPhone 8,So far an excellent phone. Battery life is good. Ear phones little funny,4.0
529,Google Shopping,iPhone 8,Very satisfied with the iPhone 8 Plus and it has exceeded all my expectations on performance. I was a little worried it might be too big coming off the iPhone 5s but I found it is perfect.,5.0
530,Google Shopping,iPhone 8,I live the phone and the amount of space. I love the size of the phone too,5.0
531,Google Shopping,iPhone 8,This iPhone works perfectly on the AT&T network. Very satisfied!,5.0
532,Google Shopping,iPhone 8,Haven’t had the phone long but the only difference I notice between this and my iPhone 6 is the battery life and the camera are better,4.0
533,Google Shopping,iPhone 8,Bought this phone for my teenage daughter she loves it. Great camera!,5.0
534,Google Shopping,iPhone 8,"We purchased this as a Christmas gift, no complaints thus far.",4.0
535,Google Shopping,iPhone 8,We got this for my daughter for Christmas she loves it!,5.0
536,Google Shopping,iPhone 8,Upgraded from iPhone 6s. Both ny husband and I had problems with our 6s. So far we are pleased.,4.0
537,Google Shopping,iPhone 8,My son was very happy to receive his christmas present. Best present ever,5.0
538,Google Shopping,iPhone 8,Would have like the iPhone X but it was too expensive. Love the portrait mode in this phone. Wish they would have done it on the iPhone 8 too. The size of this phone is a little jig for my hands,5.0
539,Google Shopping,iPhone 8,Bought two for Christmas gifts when they were on sell to replace the 6 that was running slow and shutting down. Works like all the rest of the iphones. Just cost way too much!,5.0
540,Google Shopping,iPhone 8,Love this phone.........................................................................................................,5.0
541,Google Shopping,iPhone 8,So far so good. Lots of new features. Amazing camera. Easy to navigate still,5.0
542,Google Shopping,iPhone 8,I'm very happy with this phone. It is the best one I have had so far and the camera part of it is just icing on the cake. I'm very pleased with the speed of the phone and apps as well as the screen is large enough for me to see easily. The camera also rocks if i have not mentioned that yet.,5.0
543,Google Shopping,iPhone 8,"I upgraded from the iPhone 6 and am happy that I did. The 8 is not much different, so nothing new to learn. Im glad I upgraded.",5.0
544,Google Shopping,iPhone 8,I am not quite sure if this is better than the X but for me it is just what I wanted and needed for the time being. It does what every other Iphone SHOULD do.,5.0
545,Google Shopping,iPhone 8,"What's there to say... it's an iPhone, just like the model before it, but slightly faster with more storage. Yay.",4.0
546,Google Shopping,iPhone 8,I once again am very pleased with my iPhone purchase.,5.0
547,Google Shopping,iPhone 8,This was a great upgrade for my wife! She had a 6 previous that was slow and took great pictures,5.0
548,Google Shopping,iPhone 8,So far so good. I got my son the 7 and i upgraded myself to the 8.,5.0
549,Google Shopping,iPhone 8,"This is one the best apple phones ever! Great picture quality, sound and size! This is a must for diehard apple fans!",5.0
550,Google Shopping,iPhone 8,So far this iphone 8 plus works great. Have had no problems since buying it three weeks ago.,5.0
551,Google Shopping,iPhone 8,I’m coming from the IPhone 5S and I feel like wow this is new smart phone technology. Simple yet “perfect” really love the HD camera and live picture feature.,5.0
552,Google Shopping,iPhone 8,Apple next generation iPhone is really nice easier to use but a little too big,4.0
553,Google Shopping,iPhone 8,I wanted a bigger size and this phone is great ...,5.0
554,Google Shopping,iPhone 8,Kids love this and I have had fun playing when they let me. 5 Star!,5.0
555,Google Shopping,iPhone 8,Very happy with my new phone to replace an Iphone 6 that had seen better days.,5.0
556,Google Shopping,iPhone 8,upgraded from IPhone 6. The features on this phone are worth the upgrade.,5.0
557,Google Shopping,iPhone 8,"Had the 6 prior and now enjoying the new features, would have liked to know about the batter cpu slowdowns bad kept my old phone, but either way enjoying this new iPhone",5.0
558,Google Shopping,iPhone 8,"My wife loves this device. Her only complaint was adjusting to the large size. She loves everything about it - speed of processing, ease of use, and size of storage (256G). I’ve made a monster and now she’s always going to want a “phablet”. I ordered this for self install and had no problem setting it up at home.",5.0
559,Google Shopping,iPhone 8,Apple upgrade #3. We love the operating system and Apple features.,5.0
560,Google Shopping,iPhone 8,My daughter’s first choice! Very pleased with that choice.,5.0
561,Google Shopping,iPhone 8,"I was nervous about the larger screen, but in the end... I love it!!",5.0
562,Google Shopping,iPhone 8,I am upgrading from an iPhone 6. Awesome and powerful phone.,4.0
563,Google Shopping,iPhone 8,I’ve owned many iPhones and the 8 still works as well as others. The volume on it doesn’t seem as loud as previous models but everything else is what you would expect in iPhone series.,5.0
564,Google Shopping,iPhone 8,Great phone excellent reception and style one of a kind,5.0
565,Google Shopping,iPhone 8,It runs a lot faster than my iPhone 6s and has a much better camera.,4.0
566,Google Shopping,iPhone 8,"Great camera, better than the previous iPhone 6s. Recommend.",4.0
567,Google Shopping,iPhone 8,Love the Phone. Great Apple Product. B Easy to set up and transfer all the data and history from my previous Iphine.,5.0
568,Google Shopping,iPhone 8,Upgrading from iPhone 6 to iPhone 8. Great upgrade value relative to price.,4.0
569,Google Shopping,iPhone 8,"I upgraded from a 6+. Not that different, but it is faster",5.0
570,Google Shopping,iPhone 8,"Best iPhone yet, totally satisfied and could not be better",5.0
571,Google Shopping,iPhone 8,Not a fan of the iPhone after I bought this one going back to Samsung,1.0
572,Google Shopping,iPhone 8,I upgraded from a Samsung S7 to this Iphone and I wish I had done it earlier. The battery life is well beyond my expectations and the phone itself is very responsive.,5.0
573,Google Shopping,iPhone 8,Thank you for helping me shoose my product I will recommend you guys.,5.0
574,Google Shopping,iPhone 8,My daughter has no complaints on it. She loves it with no glitches noted.,5.0
575,Google Shopping,iPhone 8,Bought for my wife as a gift hope she likes it! Great iPhone,5.0
576,Google Shopping,iPhone 8,"Still playing around with it, buido far so good...",5.0
577,Google Shopping,iPhone 8,It is very nice unlocked phone I neve to have before.,4.0
578,Google Shopping,iPhone 8,Up graded daughters iPhone she loves it great phone.,5.0
579,Google Shopping,iPhone 8,Upgraded from iPhone 6 Plus. Great phone. Nice up grade.,5.0
580,Google Shopping,iPhone 8,What can I say this is my fish I phone and no problems so far they are user friendly and easy to use.,5.0
581,Google Shopping,iPhone 8,has all the necessary feature of iPhone without costing an arm and a leg,5.0
582,Google Shopping,iPhone 8,Thanks to Best Buy great costumer service thanks..,5.0
583,Google Shopping,iPhone 8,"Holds up to the expectations I have of iPhone so far! I had my 5, and 6s plus both for 2 years and never had any functionality, battery life, or any issues from them. They were in perfect condition when I upgraded. Hoping for the same with this one!",5.0
584,Google Shopping,iPhone 8,Its an Apple. Be aware that ordering on line means the store won't help in set up-it's all you.,5.0
585,Google Shopping,iPhone 8,Bought a new iPhone for my son and took advantage of e BOGO deal. Best Buy Rep was great providing pricing and program options to help us the biggest bang for the buck.,4.0
586,Google Shopping,iPhone 8,Great product. Easy installation. Highly recommend.,5.0
587,Google Shopping,iPhone 8,Apple stayed consistent with this model. It’s not flashy but they upgraded some features on iOS that catch up with some cool Android features.,4.0
588,Google Shopping,iPhone 8,Better than expected. So many features and upgrades from my old iPhone 5. Definitely needed a new device.,5.0
589,Google Shopping,iPhone 8,I love the advances to the camera! Rhe wireless charging is so convenient,5.0
590,Google Shopping,iPhone 8,Daughter loves her new phone the iPhone 8 a better upgrade from the 5,5.0
591,Google Shopping,iPhone 8,So far I am undecided phone will shut off while in use haven’t figured out if it’s the new processor or an update that Apple has not sent out yet,3.0
592,Google Shopping,iPhone 8,Great camera quality my wife loves itWould recommend it to friends and family,5.0
593,Google Shopping,iPhone 8,Great camera quality I would recommend for any of my friends or family or coworkers break phone,5.0
594,Google Shopping,iPhone 8,This phone has a great camera. The battery life is unbelievable.,4.0
595,Google Shopping,iPhone 8,The camera is awesome. Very pleased. Apple has done it again.,5.0
596,Google Shopping,iPhone 8,"Great camera on this phone. Pictures look great, I get a lot of compliments!",5.0
597,Google Shopping,iPhone 8,Love this phone. I have always owned Apple products because they are easy to use and durable.,5.0
598,Google Shopping,iPhone 8,The best I phone I have had and cheaper then the x and alimony every option,4.0
599,Google Shopping,iPhone 8,Better than my 6s. Prior to getting this phone I was sure that then6s was the best phone. 8 plus is now my favorite.,5.0
600,Google Shopping,iPhone 8,Bought this for my daughter for her birthday. Love the new features of the iPhone 8.,5.0
601,Google Shopping,iPhone 8,I ended up getting the iPhone 8 over the X. I figured the 8 was basically just as good and since I was buying it out right it was a lot cheaper.,5.0
602,Google Shopping,iPhone 8,My daughter loves this phone & it’s features!! It is a great Phone!!,5.0
603,Google Shopping,iPhone 8,This phone is amazing!!! I love the size of this phone & it’s features!!,5.0
604,Google Shopping,iPhone 8,"Love the iPhone 8! Coming from the 7, is by far the fastest iPhone yet, I wish I had gone with the x though just to change things up, but the 8 is amazing just my personal preference",5.0
605,Google Shopping,iPhone 8,"I have been using Samsung for the last 6 years, I like this mobile very much",5.0
606,Google Shopping,iPhone 8,"Again I'm an android fan and my wife isn't so upon her inspection, she raves about this phone.",5.0
607,Google Shopping,iPhone 8,"My old iPhone 6s was doing fine till I absolutely obliterated it. The reviews of the 8 were good enough so I went with 8 vs the 10 and saved a small amount of $$. Surprisingly the reviews of the 10 were less than desirable - another reason to pick the 8. It has performed flawlessly so far and is quite a lot like my old 6s, just a little faster. Good phone, recommended",5.0
608,Google Shopping,iPhone 8,Upgraded from 6 Plus. Great phone and camera. Super fast. And was able to turn in my old phone for $180!,5.0
609,Google Shopping,iPhone 8,"Not much has really changed from the 6S to this, other than Apple won't start slowing this one down for a few years [hopefully]",3.0
610,Google Shopping,iPhone 8,I have always been an Apple product fan and this purchase supported that.,5.0
611,Google Shopping,iPhone 8,So far so good. Bought for 18 year old boy. He like it so far,5.0
612,Google Shopping,iPhone 8,"Does everything I need it to do. Takes amazing pictures, is fast, etc. Great upgrade from the iPhone 6.",5.0
613,Google Shopping,iPhone 8,Glad we did the upgrade. Definitely faster than my previous iPhone.,5.0
614,Google Shopping,iPhone 8,"Quick and efficient, just as I hoped. Happy with my decision to upgrade!",5.0
615,Google Shopping,iPhone 8,Awesome camera. It take pictures just like one of the expensive ones.,5.0
616,Google Shopping,iPhone 8,"Had a pleasant experience upgrading my phone at Best Buy. The salesman was professional, polite and courteous.",5.0
617,Google Shopping,iPhone 8,What can I say? It’s an iPhone. It works great and I am impressed with it. I haven’t had any problems or negatives to report.,5.0
618,Google Shopping,iPhone 8,Upgraded her from IPhone 6 to the 8plus and she love it,5.0
619,Google Shopping,iPhone 8,Great phone! Happy with it so far. Best Buy is the best place to get phones by far!!,5.0
620,Google Shopping,iPhone 8,What more to say. Apple I Phone 8. It is all that I expected and more. Thousands of positive reviews say it much better than me. I am not not a techno person but I find it easy to use and love it.,5.0
621,Google Shopping,iPhone 8,Apple continues to create great product. Very pleased with this device,5.0
622,Google Shopping,iPhone 8,"8 plus is large- almost too large, close to being a tablet on your ear.",4.0
623,Google Shopping,iPhone 8,Still subtle in color when placed in a protective case.,4.0
624,Google Shopping,iPhone 8,Love the size of it so easy to see and as always Apple is the best,5.0
625,Google Shopping,iPhone 8,"the 8 is an extension of all other iphones similar in function, this is a large phone takes a bit to get used to",4.0
626,Google Shopping,iPhone 8,It is way cheaper than the iphone x but better than the 7.,5.0
627,Google Shopping,iPhone 8,definitely recommend. nice upgrade from the 6s plus,4.0
628,Google Shopping,iPhone 8,Daughter loves it. Awesome camera and fast internet.,5.0
629,Google Shopping,iPhone 8,"I found that my old iPhone wasn't keeping up to what I was used to so when Verizon came out with a rebate, I took advantage.",5.0
630,Google Shopping,iPhone 8,Camera is great and the screen has crisp quality. Same size as a 7 plus but better aspects.,4.0
631,Google Shopping,iPhone 8,"Large screen, easily handled, fast, once you go apple you can’t go back",5.0
632,Google Shopping,iPhone 8,This phone is better than I expected. The speakers are good and the camera quality and zoom are great.,5.0
633,Google Shopping,iPhone 8,"Best Buy reps did a great job to upgrade my cellphone, transfer data and complete the transaction in a timely manner",5.0
634,Google Shopping,iPhone 8,"I was torn between the 8+ and the 10. Ultimately I decided on the 8+, and am really happy with what it has to offer. The pictures are fantastic- clear as day. Great phone!",5.0
635,Google Shopping,iPhone 8,Love love this phone!!! I would tell everyone about it,5.0
636,Google Shopping,iPhone 8,It’s an iPhone. It’s not much different than my last iPhone except it runs the latest iOS without having to worry about Apple’s intentional slow-down yet. I like the Plus- my last phone was standard size and I really love the larger screen. But it’s heavy. Sometimes the phone stops responding to touch screen for no apparent reason. This is concerning. And I may bring it up with Apple Support after a little google research. Overall - it’s really OK. It’s a good phone but probably not much better than any other good smart phone.,4.0
637,Google Shopping,iPhone 8,The camera is much better and my area of TX can get dusty quite often so I will really enjoy the dust resistance.,5.0
638,Google Shopping,iPhone 8,Another great phone from Apple. It feels a little lighter and I enjoy the larger screen of the Plus.,5.0
639,Google Shopping,iPhone 8,Got this on the buy one get one promotion with AT&T. My wife loves it.,5.0
640,Google Shopping,iPhone 8,"I needed to upgrade from my 6. I didn't care to spend the extra 300 for the X. This phone is just fine, and didn't take an time at all to learn the new features.",5.0
641,Google Shopping,iPhone 8,Great phone and great all around features at what is a reasonable price in today’s world,5.0
642,Google Shopping,iPhone 8,I love my phone it works great it is upgrades in the lot faster than my 6+ thanks,5.0
643,Google Shopping,iPhone 8,Good phone. It’s quick and has good storage for me probably too big for someone with small hands,5.0
644,Google Shopping,iPhone 8,the new I phone 8 is much clear photos and battery life lasts longer. the size is a litter larger and all apps much clearer,5.0
645,Google Shopping,iPhone 8,Love how easy it is to get a new phone at Best Buy. Walk in tell them what I want and walk out with my phone all set to use. Love the service and how much knowledge the workers have about the phone plans and phones.,5.0
646,Google Shopping,iPhone 8,I have had an iPhone 5 for years and it was time to upgrade. This phone works well and updates some of the problems I had with the 5. The 5 was a great device for the time but was not a great phone. Sound quality was poor. The 8 sounds much better.,4.0
647,Google Shopping,iPhone 8,"Enjoying the larger sized Plus, many useful features and a great camera!",5.0
648,Google Shopping,iPhone 8,"I love my new phone. I upgraded from the 6 to the 8 plus . I was afraid of the size , but now I LOVE it!",5.0
649,Google Shopping,iPhone 8,This iPhone 8 is by far the best iPhone I have owned. Plus the wireless charging is an amazing convenience with super quick charge ups.,5.0
650,Google Shopping,iPhone 8,I purchase this for my mom.. bestbuy had amazing deal got the phone free great camera and very fast,5.0
651,Google Shopping,iPhone 8,"Love my new iphone8. Perfect size to fit into my old case that I love, OS11 works great with it. And service by Best Buy made my purchase easy and quick",5.0
652,Google Shopping,iPhone 8,I went from the Iphone 6 to this and it is amazing how much bigger the screen is. I look at my old phone now and can't believe how small it is!,5.0
653,Google Shopping,iPhone 8,I love the Apple phone and I had a great experience with the beat buy staff!,5.0
654,Google Shopping,iPhone 8,This phone has the best camera quality ever! I love it it!,4.0
